prot_1aqu.pdb,a;
prot_1aqy.pdb,a;
prot_1arg.pdb,a;
prot_1arh.pdb,a;
prot_1ari.pdb,a;
prot_1ars.pdb,a;
prot_1as3.pdb,a;
prot_1asa.pdb,a;
prot_1asc.pdb,a;
prot_1asd.pdb,a;
prot_1ase.pdb,a;
prot_1asm.pdb,a;
prot_1asn.pdb,a;
prot_1at3.pdb,a;
prot_1au8.pdb,a;
prot_1aur.pdb,a;
prot_1aux.pdb,a;
prot_1awb.pdb,a;
prot_1awf.pdb,a;
prot_1axa.pdb,a;
prot_1axr.pdb,a;
prot_1axz.pdb,a;
prot_1ay4.pdb,a;
prot_1ay5.pdb,a;
prot_1ay6.pdb,a;
prot_1ay8.pdb,a;
prot_1aym.pdb,a;
prot_1az8.pdb,a;
prot_1azl.pdb,a;
prot_1azm.pdb,a;
prot_1azs.pdb,a;
prot_1b09.pdb,a;
prot_1b0k.pdb,a;
prot_1b0m.pdb,a;
prot_1b0o.pdb,a;
prot_1b12.pdb,a;
prot_1b14.pdb,a;
prot_1b16.pdb,a;
prot_1b3a.pdb,a;
prot_1b4e.pdb,a;
prot_1b4k.pdb,a;
prot_1b4p.pdb,a;
prot_1b4u.pdb,a;
prot_1b4x.pdb,a;
prot_1b54.pdb,a;
prot_1b56.pdb,a;
prot_1b59.pdb,a;
prot_1b5d.pdb,a;
prot_1b5e.pdb,a;
prot_1b5g.pdb,a;
prot_1b5o.pdb,a;
prot_1b5p.pdb,a;
prot_1b6a.pdb,a;
prot_1b6j.pdb,a;
prot_1b6k.pdb,a;
prot_1b6l.pdb,a;
prot_1b6m.pdb,a;
prot_1b6p.pdb,a;
prot_1b7a.pdb,a;
prot_1b7y.pdb,a;
prot_1b8a.pdb,a;
prot_1b8d.pdb,a;
prot_1b8g.pdb,a;
prot_1b8n.pdb,a;
prot_1b8o.pdb,a;
prot_1b8y.pdb,a;
prot_1b9h.pdb,a;
prot_1b9i.pdb,a;
prot_1b9s.pdb,a;
prot_1b9t.pdb,a;
prot_1b9v.pdb,a;
prot_1b9z.pdb,a;
prot_1bap.pdb,a;
prot_1bav.pdb,a;
prot_1bbp.pdb,a;
prot_1bc5.pdb,a;
prot_1bcd.pdb,a;
prot_1bcr.pdb,a;
prot_1bcs.pdb,a;
prot_1bcu.pdb,a;
prot_1bd0.pdb,a;
prot_1bd4.pdb,a;
prot_1bdb.pdb,a;
prot_1bdq.pdb,a;
prot_1be6.pdb,a;
prot_1be8.pdb,a;
prot_1beu.pdb,a;
prot_1bex.pdb,a;
prot_1bfd.pdb,a;
prot_1bgg.pdb,a;
prot_1bh5.pdb,a;
prot_1bh6.pdb,a;
prot_1bht.pdb,a;
prot_1bhx.pdb,a;
prot_1bil.pdb,a;
prot_1bio.pdb,a;
prot_1bir.pdb,a;
prot_1bit.pdb,a;
prot_1bji.pdb,a;
prot_1bjp.pdb,a;
prot_1bju.pdb,a;
prot_1bjv.pdb,a;
prot_1bk0.pdb,a;
prot_1bk9.pdb,a;
prot_1bks.pdb,a;
prot_1bl5.pdb,a;
prot_1blh.pdb,a;
prot_1blz.pdb,a;
prot_1bma.pdb,a;
prot_1bmq.pdb,a;
prot_1bn1.pdb,a;
prot_1bn3.pdb,a;
prot_1bn4.pdb,a;
prot_1bnn.pdb,a;
prot_1bnq.pdb,a;
prot_1bnt.pdb,a;
prot_1bnu.pdb,a;
prot_1bnv.pdb,a;
prot_1bnw.pdb,a;
prot_1bo6.pdb,a;
prot_1boa.pdb,a;
prot_1bof.pdb,a;
prot_1bp1.pdb,a;
prot_1bq4.pdb,a;
prot_1bqo.pdb,a;
prot_1br6.pdb,a;
prot_1bra.pdb,a;
prot_1bru.pdb,a;
prot_1brw.pdb,a;
prot_1brx.pdb,a;
prot_1bso.pdb,a;
prot_1bt4.pdb,a;
prot_1bt5.pdb,a;
prot_1btu.pdb,a;
prot_1btw.pdb,a;
prot_1btx.pdb,a;
prot_1bty.pdb,a;
prot_1bu4.pdb,a;
prot_1bu5.pdb,a;
prot_1bul.pdb,a;
prot_1bv7.pdb,a;
prot_1bv9.pdb,a;
prot_1bvi.pdb,a;
prot_1bvv.pdb,a;
prot_1bwa.pdb,a;
prot_1bx3.pdb,a;
prot_1bxk.pdb,a;
prot_1bxm.pdb,a;
prot_1bxo.pdb,a;
prot_1bxq.pdb,a;
prot_1byu.pdb,a;
prot_1bzj.pdb,a;
prot_1bzm.pdb,a;
prot_1bzs.pdb,a;
prot_1bzy.pdb,a;
prot_1c1b.pdb,a;
prot_1c1c.pdb,a;
prot_1c1n.pdb,a;
prot_1c1q.pdb,a;
prot_1c1u.pdb,a;
prot_1c1v.pdb,a;
prot_1c1w.pdb,a;
prot_1c1y.pdb,a;
prot_1c22.pdb,a;
prot_1c23.pdb,a;
prot_1c24.pdb,a;
prot_1c27.pdb,a;
prot_1c29.pdb,a;
prot_1c2d.pdb,a;
prot_1c2e.pdb,a;
prot_1c2h.pdb,a;
prot_1c2i.pdb,a;
prot_1c2j.pdb,a;
prot_1c2k.pdb,a;
prot_1c2t.pdb,a;
prot_1c3b.pdb,a;
prot_1c3e.pdb,a;
prot_1c3j.pdb,a;
prot_1c3q.pdb,a;
prot_1c3r.pdb,a;
prot_1c3w.pdb,a;
prot_1c3x.pdb,a;
prot_1c4u.pdb,a;
prot_1c4v.pdb,a;
prot_1c50.pdb,a;
prot_1c5i.pdb,a;
prot_1c5n.pdb,a;
prot_1c5o.pdb,a;
prot_1c5p.pdb,a;
prot_1c5q.pdb,a;
prot_1c5r.pdb,a;
prot_1c5s.pdb,a;
prot_1c5t.pdb,a;
prot_1c5u.pdb,a;
prot_1c5z.pdb,a;
prot_1c6x.pdb,a;
prot_1c6y.pdb,a;
prot_1c6z.pdb,a;
prot_1c70.pdb,a;
prot_1c7e.pdb,a;
prot_1c7f.pdb,a;
prot_1c7s.pdb,a;
prot_1c83.pdb,a;
prot_1c84.pdb,a;
prot_1c86.pdb,a;
prot_1c87.pdb,a;
prot_1c88.pdb,a;
prot_1c8k.pdb,a;
prot_1c8l.pdb,a;
prot_1c8r.pdb,a;
prot_1c8s.pdb,a;
prot_1c8v.pdb,a;
prot_1c96.pdb,a;
prot_1c9c.pdb,a;
prot_1c9d.pdb,a;
prot_1c9k.pdb,a;
prot_1c9u.pdb,a;
prot_1c9y.pdb,a;
prot_1ca7.pdb,a;
prot_1caq.pdb,a;
prot_1cb0.pdb,a;
prot_1cb7.pdb,a;
prot_1cbf.pdb,a;
prot_1cbq.pdb,a;
prot_1cbs.pdb,a;
prot_1cbx.pdb,a;
prot_1ccw.pdb,a;
prot_1cde.pdb,a;
prot_1ce5.pdb,a;
prot_1cea.pdb,a;
prot_1ceb.pdb,a;
prot_1cel.pdb,a;
prot_1cf3.pdb,a;
prot_1cg0.pdb,a;
prot_1cg1.pdb,a;
prot_1cg3.pdb,a;
prot_1cg4.pdb,a;
prot_1cg6.pdb,a;
prot_1cgh.pdb,a;
prot_1cgl.pdb,a;
prot_1ch0.pdb,a;
prot_1chm.pdb,a;
prot_1ci9.pdb,a;
prot_1cil.pdb,a;
prot_1cim.pdb,a;
prot_1cin.pdb,a;
prot_1ciz.pdb,a;
prot_1ckm.pdb,a;
prot_1ckn.pdb,a;
prot_1cl2.pdb,a;
prot_1cle.pdb,a;
prot_1clu.pdb,a;
prot_1cnq.pdb,a;
prot_1cnw.pdb,a;
prot_1cnx.pdb,a;
prot_1com.pdb,a;
prot_1coz.pdb,a;
prot_1cpc.pdb,a;
prot_1cps.pdb,a;
prot_1cpu.pdb,a;
prot_1cq1.pdb,a;
prot_1cq7.pdb,a;
prot_1cq8.pdb,a;
prot_1cqs.pdb,a;
prot_1cr5.pdb,a;
prot_1crb.pdb,a;
prot_1cru.pdb,a;
prot_1cs4.pdb,a;
prot_1ct1.pdb,a;
prot_1ct5.pdb,a;
prot_1ct9.pdb,a;
prot_1cte.pdb,a;
prot_1ctq.pdb,a;
prot_1ctt.pdb,a;
prot_1ctu.pdb,a;
prot_1cul.pdb,a;
prot_1cv8.pdb,a;
prot_1cvw.pdb,a;
prot_1cvz.pdb,a;
prot_1cw2.pdb,a;
prot_1cw4.pdb,a;
prot_1cwq.pdb,a;
prot_1cx9.pdb,a;
prot_1cxv.pdb,a;
prot_1cxz.pdb,a;
prot_1cy1.pdb,a;
prot_1cy2.pdb,a;
prot_1cy6.pdb,a;
prot_1cy7.pdb,a;
prot_1cy8.pdb,a;
prot_1cyd.pdb,a;
prot_1czc.pdb,a;
prot_1cze.pdb,a;
prot_1czh.pdb,a;
prot_1czk.pdb,a;
prot_1czl.pdb,a;
prot_1czm.pdb,a;
prot_1czn.pdb,a;
prot_1czo.pdb,a;
prot_1czr.pdb,a;
prot_1czs.pdb,a;
prot_1czu.pdb,a;
prot_1d03.pdb,a;
prot_1d04.pdb,a;
prot_1d09.pdb,a;
prot_1d0l.pdb,a;
prot_1d0m.pdb,a;
prot_1d0s.pdb,a;
prot_1d0v.pdb,a;
prot_1d1j.pdb,a;
prot_1d1q.pdb,a;
prot_1d2a.pdb,a;
prot_1d2e.pdb,a;
prot_1d2f.pdb,a;
prot_1d2s.pdb,a;
prot_1d2z.pdb,a;
prot_1d3d.pdb,a;
prot_1d3g.pdb,a;
prot_1d3h.pdb,a;
prot_1d3p.pdb,a;
prot_1d3v.pdb,a;
prot_1d4h.pdb,a;
prot_1d4i.pdb,a;
prot_1d4j.pdb,a;
prot_1d4k.pdb,a;
prot_1d4l.pdb,a;
prot_1d4p.pdb,a;
prot_1d4s.pdb,a;
prot_1d4y.pdb,a;
prot_1d5c.pdb,a;
prot_1d5r.pdb,a;
prot_1d6a.pdb,a;
prot_1d6u.pdb,a;
prot_1d6w.pdb,a;
prot_1d6y.pdb,a;
prot_1d6z.pdb,a;
prot_1d7a.pdb,a;
prot_1d7e.pdb,a;
prot_1d7r.pdb,a;
prot_1d7s.pdb,a;
prot_1d7u.pdb,a;
prot_1d7x.pdb,a;
prot_1d8d.pdb,a;
prot_1d8t.pdb,a;
prot_1d9i.pdb,a;
prot_1daa.pdb,a;
prot_1dar.pdb,a;
prot_1db4.pdb,a;
prot_1dbg.pdb,a;
prot_1dbo.pdb,a;
prot_1dbp.pdb,a;
prot_1dbt.pdb,a;
prot_1dcn.pdb,a;
prot_1dd4.pdb,a;
prot_1dd6.pdb,a;
prot_1de5.pdb,a;
prot_1de6.pdb,a;
prot_1dek.pdb,a;
prot_1df8.pdb,a;
prot_1dfi.pdb,a;
prot_1dfo.pdb,a;
prot_1dfp.pdb,a;
prot_1dg1.pdb,a;
prot_1dg9.pdb,a;
prot_1dia.pdb,a;
prot_1dic.pdb,a;
prot_1did.pdb,a;
prot_1dif.pdb,a;
prot_1dig.pdb,a;
prot_1dih.pdb,a;
prot_1dil.pdb,a;
prot_1dim.pdb,a;
prot_1dio.pdb,a;
prot_1dje.pdb,a;
prot_1djo.pdb,a;
prot_1djp.pdb,a;
prot_1dju.pdb,a;
prot_1djw.pdb,a;
prot_1djx.pdb,a;
prot_1dkp.pdb,a;
prot_1dkq.pdb,a;
prot_1dlg.pdb,a;
prot_1dlk.pdb,a;
prot_1dlm.pdb,a;
prot_1dlq.pdb,a;
prot_1dmh.pdb,a;
prot_1dmr.pdb,a;
prot_1dms.pdb,a;
prot_1dmt.pdb,a;
prot_1dmy.pdb,a;
prot_1dog.pdb,a;
prot_1doh.pdb,a;
prot_1dor.pdb,a;
prot_1dpf.pdb,a;
prot_1dpm.pdb,a;
prot_1dpo.pdb,a;
prot_1dqe.pdb,a;
prot_1dqn.pdb,a;
prot_1dqp.pdb,a;
prot_1dqr.pdb,a;
prot_1dqx.pdb,a;
prot_1dqy.pdb,a;
prot_1drj.pdb,a;
prot_1drk.pdb,a;
prot_1drt.pdb,a;
prot_1dru.pdb,a;
prot_1drv.pdb,a;
prot_1drw.pdb,a;
prot_1dry.pdb,a;
prot_1ds1.pdb,a;
prot_1ds6.pdb,a;
prot_1ds7.pdb,a;
prot_1dth.pdb,a;
prot_1dty.pdb,a;
prot_1dug.pdb,a;
prot_1dui.pdb,a;
prot_1duv.pdb,a;
prot_1dvj.pdb,a;
prot_1dxy.pdb,a;
prot_1dy4.pdb,a;
prot_1dze.pdb,a;
prot_1dzj.pdb,a;
prot_1dzk.pdb,a;
prot_1dzm.pdb,a;
prot_1dzp.pdb,a;
prot_1e0v.pdb,a;
prot_1e1t.pdb,a;
prot_1e1y.pdb,a;
prot_1e2s.pdb,a;
prot_1e3g.pdb,a;
prot_1e3r.pdb,a;
prot_1e3s.pdb,a;
prot_1e4i.pdb,a;
prot_1e4n.pdb,a;
prot_1e5d.pdb,a;
prot_1e5e.pdb,a;
prot_1e5f.pdb,a;
prot_1e5h.pdb,a;
prot_1e5i.pdb,a;
prot_1e5j.pdb,a;
prot_1e5v.pdb,a;
prot_1e6q.pdb,a;
prot_1e6r.pdb,a;
prot_1e6s.pdb,a;
prot_1e6w.pdb,a;
prot_1e6x.pdb,a;
prot_1e7u.pdb,a;
prot_1e7v.pdb,a;
prot_1e8v.pdb,a;
prot_1e8w.pdb,a;
prot_1e8x.pdb,a;
prot_1e8z.pdb,a;
prot_1e9l.pdb,a;
prot_1eag.pdb,a;
prot_1eau.pdb,a;
prot_1eax.pdb,a;
prot_1eb1.pdb,a;
prot_1eb2.pdb,a;
prot_1eb3.pdb,a;
prot_1eb9.pdb,a;
prot_1ebg.pdb,a;
prot_1ebw.pdb,a;
prot_1eby.pdb,a;
prot_1ebz.pdb,a;
prot_1ec0.pdb,a;
prot_1ec1.pdb,a;
prot_1ec2.pdb,a;
prot_1ec3.pdb,a;
prot_1ec8.pdb,a;
prot_1ec9.pdb,a;
prot_1ecm.pdb,a;
prot_1ecq.pdb,a;
prot_1ecs.pdb,a;
prot_1ecv.pdb,a;
prot_1eed.pdb,a;
prot_1eem.pdb,a;
prot_1eex.pdb,a;
prot_1efc.pdb,a;
prot_1efh.pdb,a;
prot_1efi.pdb,a;
prot_1eft.pdb,a;
prot_1efy.pdb,a;
prot_1efz.pdb,a;
prot_1eg5.pdb,a;
prot_1eg9.pdb,a;
prot_1egh.pdb,a;
prot_1egm.pdb,a;
prot_1egv.pdb,a;
prot_1egy.pdb,a;
prot_1eh5.pdb,a;
prot_1ehi.pdb,a;
prot_1eir.pdb,a;
prot_1eix.pdb,a;
prot_1ej1.pdb,a;
prot_1ej3.pdb,a;
prot_1ej4.pdb,a;
prot_1ejb.pdb,a;
prot_1ejd.pdb,a;
prot_1eje.pdb,a;
prot_1ejh.pdb,a;
prot_1ejj.pdb,a;
prot_1ejn.pdb,a;
prot_1ek0.pdb,a;
prot_1ek4.pdb,a;
prot_1ekf.pdb,a;
prot_1ekp.pdb,a;
prot_1ekv.pdb,a;
prot_1ekx.pdb,a;
prot_1el4.pdb,a;
prot_1elb.pdb,a;
prot_1elc.pdb,a;
prot_1ele.pdb,a;
prot_1elf.pdb,a;
prot_1elg.pdb,a;
prot_1elq.pdb,a;
prot_1els.pdb,a;
prot_1elu.pdb,a;
prot_1em6.pdb,a;
prot_1emd.pdb,a;
prot_1ent.pdb,a;
prot_1enu.pdb,a;
prot_1eny.pdb,a;
prot_1eob.pdb,a;
prot_1eoc.pdb,a;
prot_1eoj.pdb,a;
prot_1eol.pdb,a;
prot_1eou.pdb,a;
prot_1ep4.pdb,a;
prot_1ep9.pdb,a;
prot_1epq.pdb,a;
prot_1epr.pdb,a;
prot_1eq9.pdb,a;
prot_1eqc.pdb,a;
prot_1eqj.pdb,a;
prot_1erm.pdb,a;
prot_1erq.pdb,a;
prot_1esb.pdb,a;
prot_1ese.pdb,a;
prot_1esq.pdb,a;
prot_1est.pdb,a;
prot_1esw.pdb,a;
prot_1esz.pdb,a;
prot_1et0.pdb,a;
prot_1etr.pdb,a;
prot_1ets.pdb,a;
prot_1ett.pdb,a;
prot_1eu1.pdb,a;
prot_1eu8.pdb,a;
prot_1eup.pdb,a;
prot_1eus.pdb,a;
prot_1ev4.pdb,a;
prot_1ev6.pdb,a;
prot_1evl.pdb,a;
prot_1evr.pdb,a;
prot_1ewf.pdb,a;
prot_1ewj.pdb,a;
prot_1ewk.pdb,a;
prot_1ewl.pdb,a;
prot_1ewm.pdb,a;
prot_1ewo.pdb,a;
prot_1ex7.pdb,a;
prot_1exm.pdb,a;
prot_1exp.pdb,a;
prot_1exv.pdb,a;
prot_1exw.pdb,a;
prot_1eye.pdb,a;
prot_1eyi.pdb,a;
prot_1eyj.pdb,a;
prot_1eyk.pdb,a;
prot_1eyn.pdb,a;
prot_1eyq.pdb,a;
prot_1eyr.pdb,a;
prot_1eyw.pdb,a;
prot_1eyx.pdb,a;
prot_1ez2.pdb,a;
prot_1ezf.pdb,a;
prot_1ezq.pdb,a;
prot_1f07.pdb,a;
prot_1f0c.pdb,a;
prot_1f0p.pdb,a;
prot_1f0r.pdb,a;
prot_1f0s.pdb,a;
prot_1f0t.pdb,a;
prot_1f0u.pdb,a;
prot_1f1b.pdb,a;
prot_1f1v.pdb,a;
prot_1f2a.pdb,a;
prot_1f2b.pdb,a;
prot_1f2d.pdb,a;
prot_1f2e.pdb,a;
prot_1f3a.pdb,a;
prot_1f3b.pdb,a;
prot_1f3e.pdb,a;
prot_1f3l.pdb,a;
prot_1f3t.pdb,a;
prot_1f4t.pdb,a;
prot_1f4z.pdb,a;
prot_1f50.pdb,a;
prot_1f57.pdb,a;
prot_1f5a.pdb,a;
prot_1f5f.pdb,a;
prot_1f5k.pdb,a;
prot_1f5l.pdb,a;
prot_1f5n.pdb,a;
prot_1f6d.pdb,a;
prot_1f73.pdb,a;
prot_1f74.pdb,a;
prot_1f76.pdb,a;
prot_1f7b.pdb,a;
prot_1f7p.pdb,a;
prot_1f7q.pdb,a;
prot_1f7s.pdb,a;
prot_1f7t.pdb,a;
prot_1f8b.pdb,a;
prot_1f8c.pdb,a;
prot_1f8d.pdb,a;
prot_1f8e.pdb,a;
prot_1f8i.pdb,a;
prot_1f8w.pdb,a;
prot_1f8y.pdb,a;
prot_1f91.pdb,a;
prot_1f98.pdb,a;
prot_1f99.pdb,a;
prot_1f9g.pdb,a;
prot_1f9i.pdb,a;
prot_1f9o.pdb,a;
prot_1fa2.pdb,a;
prot_1fbh.pdb,a;
prot_1fbo.pdb,a;
prot_1fbp.pdb,a;
prot_1fc4.pdb,a;
prot_1fce.pdb,a;
prot_1fco.pdb,a;
prot_1fd7.pdb,a;
prot_1fdj.pdb,a;
prot_1fdk.pdb,a;
prot_1fdq.pdb,a;
prot_1ffq.pdb,a;
prot_1fg3.pdb,a;
prot_1fg7.pdb,a;
prot_1fgg.pdb,a;
prot_1fgh.pdb,a;
prot_1fgx.pdb,a;
prot_1fgy.pdb,a;
prot_1fh0.pdb,a;
prot_1fh7.pdb,a;
prot_1fh8.pdb,a;
prot_1fh9.pdb,a;
prot_1fhd.pdb,a;
prot_1fhv.pdb,a;
prot_1fhw.pdb,a;
prot_1fhx.pdb,a;
prot_1fiw.pdb,a;
prot_1fj4.pdb,a;
prot_1fj6.pdb,a;
prot_1fj8.pdb,a;
prot_1fj9.pdb,a;
prot_1fjj.pdb,a;
prot_1fjm.pdb,a;
prot_1fjs.pdb,a;
prot_1fk8.pdb,a;
prot_1fk9.pdb,a;
prot_1fki.pdb,a;
prot_1fkw.pdb,a;
prot_1fkx.pdb,a;
prot_1fla.pdb,a;
prot_1fld.pdb,a;
prot_1flm.pdb,a;
prot_1fln.pdb,a;
prot_1flv.pdb,a;
prot_1flz.pdb,a;
prot_1fm4.pdb,a;
prot_1fm7.pdb,a;
prot_1fm8.pdb,a;
prot_1fmj.pdb,a;
prot_1fo2.pdb,a;
prot_1fo3.pdb,a;
prot_1foa.pdb,a;
prot_1fp2.pdb,a;
prot_1fp4.pdb,a;
prot_1fpc.pdb,a;
prot_1fpd.pdb,a;
prot_1fpe.pdb,a;
prot_1fpf.pdb,a;
prot_1fpi.pdb,a;
prot_1fpx.pdb,a;
prot_1fq5.pdb,a;
prot_1fr6.pdb,a;
prot_1fr8.pdb,a;
prot_1fro.pdb,a;
prot_1frw.pdb,a;
prot_1fs4.pdb,a;
prot_1fsg.pdb,a;
prot_1fsw.pdb,a;
prot_1fsy.pdb,a;
prot_1ft7.pdb,a;
prot_1fta.pdb,a;
prot_1ftk.pdb,a;
prot_1ftl.pdb,a;
prot_1ftm.pdb,a;
prot_1ftn.pdb,a;
prot_1ftw.pdb,a;
prot_1fty.pdb,a;
prot_1fu4.pdb,a;
prot_1fu7.pdb,a;
prot_1fu8.pdb,a;
prot_1fue.pdb,a;
prot_1fup.pdb,a;
prot_1fur.pdb,a;
prot_1fuy.pdb,a;
prot_1fv0.pdb,a;
prot_1fvg.pdb,a;
prot_1fvi.pdb,a;
prot_1fvx.pdb,a;
prot_1fw0.pdb,a;
prot_1fw1.pdb,a;
prot_1fw9.pdb,a;
prot_1fwt.pdb,a;
prot_1fwu.pdb,a;
prot_1fwv.pdb,a;
prot_1fww.pdb,a;
prot_1fx1.pdb,a;
prot_1fx2.pdb,a;
prot_1fx9.pdb,a;
prot_1fxf.pdb,a;
prot_1fxh.pdb,a;
prot_1fxq.pdb,a;
prot_1fxu.pdb,a;
prot_1fxv.pdb,a;
prot_1fy6.pdb,a;
prot_1fyf.pdb,a;
prot_1fzz.pdb,a;
prot_1g02.pdb,a;
prot_1g0c.pdb,a;
prot_1g0h.pdb,a;
prot_1g0i.pdb,a;
prot_1g0n.pdb,a;
prot_1g0o.pdb,a;
prot_1g1a.pdb,a;
prot_1g1b.pdb,a;
prot_1g1d.pdb,a;
prot_1g27.pdb,a;
prot_1g2a.pdb,a;
prot_1g2k.pdb,a;
prot_1g2l.pdb,a;
prot_1g2n.pdb,a;
prot_1g2o.pdb,a;
prot_1g2w.pdb,a;
prot_1g30.pdb,a;
prot_1g32.pdb,a;
prot_1g35.pdb,a;
prot_1g36.pdb,a;
prot_1g37.pdb,a;
prot_1g3b.pdb,a;
prot_1g3c.pdb,a;
prot_1g3d.pdb,a;
prot_1g3e.pdb,a;
prot_1g3m.pdb,a;
prot_1g3q.pdb,a;
prot_1g3u.pdb,a;
prot_1g45.pdb,a;
prot_1g46.pdb,a;
prot_1g48.pdb,a;
prot_1g4j.pdb,a;
prot_1g4k.pdb,a;
prot_1g4o.pdb,a;
prot_1g4s.pdb,a;
prot_1g4t.pdb,a;
prot_1g4u.pdb,a;
prot_1g4v.pdb,a;
prot_1g4x.pdb,a;
prot_1g52.pdb,a;
prot_1g53.pdb,a;
prot_1g54.pdb,a;
prot_1g55.pdb,a;
prot_1g5a.pdb,a;
prot_1g5c.pdb,a;
prot_1g63.pdb,a;
prot_1g64.pdb,a;
prot_1g67.pdb,a;
prot_1g69.pdb,a;
prot_1g6i.pdb,a;
prot_1g6k.pdb,a;
prot_1g6n.pdb,a;
prot_1g6s.pdb,a;
prot_1g6t.pdb,a;
prot_1g74.pdb,a;
prot_1g7c.pdb,a;
prot_1g7s.pdb,a;
prot_1g7t.pdb,a;
prot_1g7v.pdb,a;
prot_1g7w.pdb,a;
prot_1g7x.pdb,a;
prot_1g81.pdb,a;
prot_1g8i.pdb,a;
prot_1g8j.pdb,a;
prot_1g8m.pdb,a;
prot_1g8o.pdb,a;
prot_1g93.pdb,a;
prot_1g98.pdb,a;
prot_1g9a.pdb,a;
prot_1g9b.pdb,a;
prot_1g9c.pdb,a;
prot_1g9d.pdb,a;
prot_1g9h.pdb,a;
prot_1g9j.pdb,a;
prot_1g9q.pdb,a;
prot_1g9r.pdb,a;
prot_1ga0.pdb,a;
prot_1ga8.pdb,a;
prot_1ga9.pdb,a;
prot_1gal.pdb,a;
prot_1gbc.pdb,a;
prot_1gbd.pdb,a;
prot_1gbh.pdb,a;
prot_1gbi.pdb,a;
prot_1gbl.pdb,a;
prot_1gbm.pdb,a;
prot_1gbn.pdb,a;
prot_1gbt.pdb,a;
prot_1gcd.pdb,a;
prot_1gco.pdb,a;
prot_1gcz.pdb,a;
prot_1gd9.pdb,a;
prot_1gdd.pdb,a;
prot_1gde.pdb,a;
prot_1gee.pdb,a;
prot_1gew.pdb,a;
prot_1gex.pdb,a;
prot_1gey.pdb,a;
prot_1gfy.pdb,a;
prot_1gg1.pdb,a;
prot_1gg2.pdb,a;
prot_1gg6.pdb,a;
prot_1ggd.pdb,a;
prot_1ggn.pdb,a;
prot_1ghm.pdb,a;
prot_1ghv.pdb,a;
prot_1ghw.pdb,a;
prot_1ghx.pdb,a;
prot_1ghy.pdb,a;
prot_1ghz.pdb,a;
